"EQID","STATID","mag","rupture_complete","JB_complete","fm_type_code","vs30","rotD50_pga","ev_latitude","ev_longitude","st_latitude","st_longitude","X_ev","Y_ev","X_stat","Y_stat"
14,440,6.2,90.59,89.72,"NF",850.518468,7.1899665,42.6983,13.2335,43.53567,12.535,355.311157932827,4728.82522629956,300.832850831612,4823.25483991719
14,211,6.2,176.81,176.81,"NF",568.198291,0.6765515,42.6983,13.2335,41.200001,14.17989,355.311157932827,4728.82522629956,431.23608936805,4561.28362964432
14,212,6.2,109.1,108.63,"NF",470.162097,2.335845,42.6983,13.2335,41.71743,13.71202,355.311157932827,4728.82522629956,392.860906021605,4619.20500258308
14,171,6.2,64.39,64.39,"NF",313.93673,40.3025955,42.6983,13.2335,43.3778,13.6095,355.311157932827,4728.82522629956,387.358858267114,4803.70907813083
14,214,6.2,126,126,"NF",911.178534,4.463127,42.6983,13.2335,41.70328,14.1524,355.311157932827,4728.82522629956,429.478322911543,4617.1796359026
14,441,6.2,106.93,106.14,"NF",399.,3.8886585,42.6983,13.2335,41.82869,12.51553,355.311157932827,4728.82522629956,293.683894874892,4633.74032479673
14,40,6.2,97.82,96.94,"NF",334.777632,4.04667,42.6983,13.2335,42.84906,11.90967,355.311157932827,4728.82522629956,247.487236095558,4748.6868827749
14,442,6.2,91.98,91.98,"NF",362.133652,37.21415,42.6983,13.2335,43.7052,13.2331,355.311157932827,4728.82522629956,357.639778925736,4840.64782747701
14,172,6.2,71.09,70.89,"NF",672.411804,45.7342,42.6983,13.2335,43.4363,12.7822,355.311157932827,4728.82522629956,320.512546400414,4811.65603799849
14,296,6.2,48.92,48.92,"NF",731.467943,64.4619905,42.6983,13.2335,43.311198,13.312848,355.311157932827,4728.82522629956,363.177865517464,4796.75579280633
14,217,6.2,141.07,141.07,"NF",662.075996,2.3480345,42.6983,13.2335,41.7666,14.5502,355.311157932827,4728.82522629956,462.612773927027,4623.96037236935
14,297,6.2,157.13,157.13,"NF",960.337609,1.373194,42.6983,13.2335,41.4154,14.2342,355.311157932827,4728.82522629956,436.00085753775,4585.15500752382
15,350,5.52,86.9687300125741,86.6,"NF",493.600146,2.5307075,42.7922,13.1507,43.472301,12.6308,348.75757945809,4739.39780282063,308.373082231983,4815.99181020429
15,443,5.52,87.4666222052732,87.1,"NF",480.171874,4.5825155,42.7922,13.1507,43.3041,12.341,348.75757945809,4739.39780282063,284.336483770253,4798.0190556454
15,336,5.52,22.3787845961303,20.9,"NF",670.,103.4557455,42.7922,13.1507,42.63246,13.286176,348.75757945809,4739.39780282063,359.477545436741,4721.42507080326
15,351,5.52,93.8416218956173,93.5,"NF",563.893679,8.8839685,42.7922,13.1507,43.59229,13.507411,348.75757945809,4739.39780282063,379.515905205655,4827.67323244937
15,337,5.52,42.7551166528639,42,"NF",905.293998,11.3988715,42.7922,13.1507,42.41811,13.078598,348.75757945809,4739.39780282063,341.917262329114,4697.98849786841
15,353,5.52,49.3527101586124,48.7,"NF",1005.173183,13.8114665,42.7922,13.1507,42.380539,13.35474,348.75757945809,4739.39780282063,364.556577343046,4693.33941916406
15,354,5.52,49.6487663492256,49,"NF",696.,15.2269495,42.7922,13.1507,42.373474,13.337026,348.75757945809,4739.39780282063,363.082911223251,4692.58330410247
15,355,5.52,54.3915434603579,53.8,"NF",705.,10.9848035,42.7922,13.1507,42.344967,13.400949,348.75757945809,4739.39780282063,368.286453802481,4689.31688856362
15,356,5.52,49.3527101586124,48.7,"NF",474.,16.6415785,42.7922,13.1507,42.377222,13.343888,348.75757945809,4739.39780282063,363.65600269285,4692.9884517322
15,358,5.52,55.1829683869942,54.6,"NF",1052.930462,10.3558035,42.7922,13.1507,43.074982,12.604141,348.75757945809,4739.39780282063,304.951199790938,4771.92743912322
15,360,5.52,88.2632992811848,87.9,"NF",199.,4.4329795,42.7922,13.1507,42.027458,13.425929,348.75757945809,4739.39780282063,369.693511927462,4654.02336098789
15,135,5.52,154.107786954456,153.9,"NF",829.,0.4389775,42.7922,13.1507,43.889511,11.991291,348.75757945809,4739.39780282063,258.327775083028,4864.00229200965
15,361,5.52,63.8035265483029,63.3,"NF",444.,12.1431765,42.7922,13.1507,42.324272,13.59007,348.75757945809,4739.39780282063,383.826543278796,4686.7433443271
15,362,5.52,88.1637113556366,87.8,"NF",1087.992469,3.180919,42.7922,13.1507,42.191732,13.845266,348.75757945809,4739.39780282063,404.654648718326,4671.70969236988
15,364,5.52,47.4788373909893,46.8,"NF",211.,15.194575,42.7922,13.1507,42.932367,12.611065,348.75757945809,4739.39780282063,305.064247226722,4756.07321171269
15,138,5.52,98.6249968314321,98.3,"NF",316.,4.69594,42.7922,13.1507,43.3683,12.2346,348.75757945809,4739.39780282063,275.94266368116,4805.42967622362
15,338,5.52,33.9558536926993,33,"NF",145.,29.182914,42.7922,13.1507,43.036714,12.920428,348.75757945809,4739.39780282063,330.595858508229,4766.99041968318
15,366,5.52,84.5791936589608,84.2,"NF",868.999685,1.744981,42.7922,13.1507,42.085224,13.520722,348.75757945809,4739.39780282063,377.651913066935,4660.2973177915
15,367,5.52,184.673360287834,184.5,"NF",834.594131,0.343617,42.7922,13.1507,41.5628,14.6523,348.75757945809,4739.39780282063,471.008025878173,4601.2946263161
15,368,5.52,76.8177062922345,76.4,"NF",732.,3.4158625,42.7922,13.1507,42.271618,13.758301,348.75757945809,4739.39780282063,397.603144277545,4680.68077838678
15,369,5.52,52.2164724967131,51.6,"NF",346.992982,14.978405,42.7922,13.1507,43.008015,12.590602,348.75757945809,4739.39780282063,303.635351582057,4764.52194078703
15,339,5.52,16.0377679244962,13.9,"NF",698.,59.3017465,42.7922,13.1507,42.719097,13.01228,348.75757945809,4739.39780282063,337.245478656486,4731.53741142494
15,370,5.52,94.339811320566,94,"NF",466.,3.536892,42.7922,13.1507,42.754048,12.003539,348.75757945809,4739.39780282063,254.782577418446,4737.85785183665
15,142,5.52,166.692081395608,166.5,"NF",541.,1.2442775,42.7922,13.1507,44.137005,12.241408,348.75757945809,4739.39780282063,279.339217897913,4890.79049592799
15,371,5.52,77.4144689318476,77,"NF",1044.714697,3.6198955,42.7922,13.1507,42.100933,13.088044,348.75757945809,4739.39780282063,341.903807021639,4662.75164908052
15,372,5.52,155.605783954196,155.4,"NF",648.,0.752446,42.7922,13.1507,41.48579,13.82309,348.75757945809,4739.39780282063,401.749502253453,4593.35514110008
15,373,5.52,48.5634636326529,47.9,"NF",407.,17.936755,42.7922,13.1507,42.388366,12.947702,348.75757945809,4739.39780282063,331.067613113817,4694.93764543423
15,181,5.52,165.693240658755,165.5,"NF",727.291194,0.82745,42.7922,13.1507,41.6611,14.4565,348.75757945809,4739.39780282063,454.750501910113,4612.2923223314
15,144,5.52,195.963363922954,195.8,"NF",292.,0.6439015,42.7922,13.1507,44.298016,11.890746,348.75757945809,4739.39780282063,251.966333250357,4909.6761976529
15,376,5.52,64.7957560338638,64.3,"NF",398.01861,11.843731,42.7922,13.1507,43.343601,12.9119,348.75757945809,4739.39780282063,330.751626714422,4801.0895520976
15,378,5.52,58.8463252888403,58.3,"NF",790.,5.501866,42.7922,13.1507,42.268028,13.11722,348.75757945809,4739.39780282063,344.725979279465,4681.25203101205
15,147,5.52,34.2474816592403,33.3,"NF",351.495505,156.364876,42.7922,13.1507,43.0263,12.896506,348.75757945809,4739.39780282063,328.618098826443,4765.88247275214
15,379,5.52,36.5853795934934,35.7,"NF",341.377307,19.9404305,42.7922,13.1507,43.01459,12.83513,348.75757945809,4739.39780282063,323.583792428149,4764.70918520002
15,382,5.52,77.7128689471699,77.3,"NF",1063.133872,4.5599255,42.7922,13.1507,43.356972,12.597252,348.75757945809,4739.39780282063,305.290167254367,4803.26093949367
15,383,5.52,78.7076235189451,78.3,"NF",523.783058,2.072814,42.7922,13.1507,43.355301,12.5726,348.75757945809,4739.39780282063,303.286989285363,4803.13320335005
15,384,5.52,74.232337966684,73.8,"NF",224.,7.492144,42.7922,13.1507,43.31381,12.58949,348.75757945809,4739.39780282063,304.522657669558,4798.48548830508
15,385,5.52,57.7567312094443,57.2,"NF",675.260242,4.132489,42.7922,13.1507,43.233101,12.789001,348.75757945809,4739.39780282063,320.465041438856,4789.0741741831
15,149,5.52,48.1689734165054,47.5,"NF",929.25549,13.2883595,42.7922,13.1507,42.803818,12.570145,348.75757945809,4739.39780282063,301.312927718572,4741.89312148416
15,388,5.52,51.8212311702453,51.2,"NF",492.,21.015933,42.7922,13.1507,42.420689,13.519362,348.75757945809,4739.39780282063,378.186824077552,4697.54842224465
15,340,5.52,31.04834939252,30,"NF",1091.,18.20245,42.7922,13.1507,42.558243,12.968894,348.75757945809,4739.39780282063,333.263812169561,4713.7595951945
15,150,5.52,158.302274146646,158.1,"NF",568.,0.772597,42.7922,13.1507,43.994366,12.107441,348.75757945809,4739.39780282063,268.066112523928,4875.31535521875
15,390,5.52,60.2336284811068,59.7,"NF",439.952239,27.283456,42.7922,13.1507,43.292511,13.418895,348.75757945809,4739.39780282063,371.738755697076,4794.51217338692
15,151,5.52,69.2635546301228,68.8,"NF",800.,5.438576,42.7922,13.1507,42.249229,12.748319,348.75757945809,4739.39780282063,314.245898375026,4679.90320608595
15,341,5.52,30.8551454379979,29.8,"NF",980.827142,17.9008315,42.7922,13.1507,43.059684,13.184466,348.75757945809,4739.39780282063,352.160409539429,4769.04214430267
15,342,5.52,34.6365413977782,33.7,"NF",756.133791,24.1866185,42.7922,13.1507,42.52676,13.350837,348.75757945809,4739.39780282063,364.550803046947,4709.5822954189
15,343,5.52,34.7338451657745,33.8,"NF",757.454328,23.1799295,42.7922,13.1507,42.526699,13.3509,348.75757945809,4739.39780282063,364.555845677209,4709.57542108932
15,391,5.52,52.7106251148666,52.1,"NF",579.,15.4613235,42.7922,13.1507,43.249435,13.008338,348.75757945809,4739.39780282063,338.319082265693,4790.44054936399
15,344,5.52,31.8220049651181,30.8,"NF",773.763258,29.8327915,42.7922,13.1507,42.524021,13.244796,348.75757945809,4739.39780282063,355.834902419432,4709.45309740684
15,392,5.52,75.8232154422378,75.4,"NF",1046.,1.787585,42.7922,13.1507,42.9619,12.257,348.75757945809,4739.39780282063,276.278288960886,4760.23500339462
15,393,5.52,47.0846047025989,46.4,"NF",555.,50.7994385,42.7922,13.1507,43.111583,12.784666,348.75757945809,4739.39780282063,319.755833310209,4775.58805873114
15,346,5.52,9.13016976841066,4.4,"NF",498.,176.3112185,42.7922,13.1507,42.792543,13.096475,348.75757945809,4739.39780282063,344.323596996995,4739.53459517026
15,394,5.52,60.7292351343239,60.2,"NF",906.775356,5.515069,42.7922,13.1507,42.51556,12.51944,348.75757945809,4739.39780282063,296.226898526099,4710.00277954938
15,395,5.52,85.9730190234122,85.6,"NF",872.576703,1.0672865,42.7922,13.1507,43.00581,12.14362,348.75757945809,4739.39780282063,267.196254322494,4765.41976906337
15,284,5.52,31.2416388814671,30.2,"NF",654.98483,58.489487,42.7922,13.1507,42.558022,13.33799,348.75757945809,4739.39780282063,363.563730910846,4713.07435154122
15,396,5.52,61.6215059861409,61.1,"NF",693.626871,14.8247575,42.7922,13.1507,42.322872,13.539446,348.75757945809,4739.39780282063,379.652543931167,4686.65826133749
15,397,5.52,119.567930483052,119.3,"NF",875.397229,0.905907,42.7922,13.1507,42.847446,11.693599,348.75757945809,4739.39780282063,229.823457394941,4749.1786346762
15,444,5.52,76.5193439595505,76.1,"NF",931.72393,1.2292,42.7922,13.1507,43.111031,12.325171,348.75757945809,4739.39780282063,282.366740494816,4776.61781585415
15,399,5.52,121.164392459171,120.9,"NF",1000.,1.1957355,42.7922,13.1507,41.812042,13.789196,348.75757945809,4739.39780282063,399.428696508691,4629.6163277042
15,400,5.52,52.0188427399149,51.4,"NF",854.269981,16.301405,42.7922,13.1507,43.066567,13.657076,348.75757945809,4739.39780282063,390.658022857738,4769.08207767496
15,347,5.52,42.8533545944772,42.1,"NF",855.838905,14.413868,42.7922,13.1507,42.4356,13.3262,348.75757945809,4739.39780282063,362.327496473647,4699.49934034497
15,402,5.52,48.7607424061611,48.1,"NF",170.,18.270455,42.7922,13.1507,42.430278,12.829097,348.75757945809,4739.39780282063,321.423352497046,4699.83441035017
15,404,5.52,60.630108032231,60.1,"NF",341.158774,12.271344,42.7922,13.1507,42.933846,13.860366,348.75757945809,4739.39780282063,407.010266569025,4754.09852350765
15,406,5.52,65.589709558741,65.1,"NF",752.,6.887875,42.7922,13.1507,42.289706,13.557652,348.75757945809,4739.39780282063,381.090307526254,4682.9499758416
15,407,5.52,68.9655711206686,68.5,"NF",689.242299,5.0936205,42.7922,13.1507,43.330799,12.7408,348.75757945809,4739.39780282063,316.844422435433,4800.02906567644
15,408,5.52,99.7214119434738,99.4,"NF",258.,10.2386815,42.7922,13.1507,43.68558,13.226162,348.75757945809,4739.39780282063,357.034151672259,4838.48068300486
15,409,5.52,52.7106251148666,52.1,"NF",534.973894,15.847302,42.7922,13.1507,42.632,12.5536,348.75757945809,4739.39780282063,299.406974368123,4722.85170107888
15,410,5.52,139.230025497376,139,"NF",889.599638,0.684392,42.7922,13.1507,43.934326,12.44929,348.75757945809,4739.39780282063,295.27103659089,4867.74154937216
15,348,5.52,31.04834939252,30,"NF",429.228641,21.412814,42.7922,13.1507,43.03717,13.304135,348.75757945809,4739.39780282063,361.854773155283,4766.33796188483
15,411,5.52,120.266371026983,120,"NF",382.031865,2.26011,42.7922,13.1507,43.573502,12.1312,348.75757945809,4739.39780282063,268.350367698086,4828.50354734232
15,349,5.52,36.5853795934934,35.7,"NF",968.233606,22.0846515,42.7922,13.1507,42.515139,13.371038,348.75757945809,4739.39780282063,366.185190294032,4708.25977376511
15,413,5.52,34.5392530318766,33.6,"NF",686.769402,44.552431,42.7922,13.1507,42.72324,12.751268,348.75757945809,4739.39780282063,315.885233528755,4732.53377336822
15,414,5.52,35.4153921339296,34.5,"NF",533.470351,21.330761,42.7922,13.1507,42.734402,12.7363,348.75757945809,4739.39780282063,314.692925242659,4733.80607338693
15,418,5.52,118.869508285346,118.6,"NF",538.428785,1.152915,42.7922,13.1507,43.571499,12.154,348.75757945809,4739.39780282063,270.1838746481,4828.21773895963
15,159,5.52,165.893007688691,165.7,"NF",486.,0.2638665,42.7922,13.1507,43.908112,11.794457,348.75757945809,4739.39780282063,242.596834556264,4866.66337490951
15,197,5.52,101.615402375821,101.3,"NF",1263.590202,1.8287795,42.7922,13.1507,42.089,13.934,348.75757945809,4739.39780282063,411.839015407897,4660.20762129267
15,285,5.52,102.014165683007,101.7,"NF",363.572963,5.9838685,42.7922,13.1507,42.0734,13.9166,348.75757945809,4739.39780282063,410.378019743162,4658.49360905703
15,198,5.52,102.113858021328,101.8,"NF",379.58271,4.1680445,42.7922,13.1507,42.068,13.909,348.75757945809,4739.39780282063,409.741667161349,4657.90202940507
15,286,5.52,101.615402375821,101.3,"NF",365.382047,5.720735,42.7922,13.1507,42.085,13.9274,348.75757945809,4739.39780282063,411.287598214837,4659.77032003434
15,419,5.52,47.2817089369663,46.6,"NF",886.821914,21.516737,42.7922,13.1507,42.656555,13.689544,348.75757945809,4739.39780282063,392.593131068943,4723.50933113381
15,420,5.52,48.5634636326529,47.9,"NF",910.226117,20.293686,42.7922,13.1507,43.215904,13.25838,348.75757945809,4739.39780282063,358.540078010287,4786.26345416632
15,161,5.52,63.3075035047189,62.8,"NF",645.889517,5.7507965,42.7922,13.1507,42.738174,12.387275,348.75757945809,4739.39780282063,286.133132555965,4735.05058441715
15,421,5.52,36.0976453525711,35.2,"NF",354.29718,25.0166955,42.7922,13.1507,42.876499,12.7358,348.75757945809,4739.39780282063,315.075953096169,4749.5872257993
15,422,5.52,41.675052489469,40.9,"NF",380.,21.510211,42.7922,13.1507,42.461314,12.932308,348.75757945809,4739.39780282063,329.997721423467,4703.06879054997
15,423,5.52,49.5500756810724,48.9,"NF",504.944813,6.7647515,42.7922,13.1507,42.558201,12.6461,348.75757945809,4739.39780282063,306.763890643553,4714.44111306016
15,424,5.52,113.183081774619,112.9,"NF",404.448204,1.8868945,42.7922,13.1507,42.422613,11.8696,348.75757945809,4739.39780282063,242.458484107491,4701.44878048154
15,425,5.52,104.905481267663,104.6,"NF",368.163304,7.236314,42.7922,13.1507,41.893015,12.773221,348.75757945809,4739.39780282063,315.269758877387,4640.29557124141
15,427,5.52,61.1257719787652,60.6,"NF",458.659697,12.1937155,42.7922,13.1507,43.159302,12.6017,348.75757945809,4739.39780282063,305.020537071406,4781.29745674863
15,430,5.52,104.107828716192,103.8,"NF",702.974787,0.2675735,42.7922,13.1507,43.55846,12.41991,348.75757945809,4739.39780282063,291.612064145423,4826.06820209132
15,432,5.52,79.8020049873435,79.4,"NF",393.524458,2.17409,42.7922,13.1507,43.3666,12.5715,348.75757945809,4739.39780282063,303.234384547724,4804.39067859878
15,18,5.52,84.280543424921,83.9,"NF",511.624758,1.9266865,42.7922,13.1507,43.3152,12.4073,348.75757945809,4739.39780282063,289.75239391883,4799.08267971085
15,433,5.52,79.5035219345659,79.1,"NF",507.754022,1.3605045,42.7922,13.1507,43.1979,12.3536,348.75757945809,4739.39780282063,284.984931260249,4786.19194564648
15,434,5.52,89.5580258826645,89.2,"NF",780.723564,1.4356085,42.7922,13.1507,43.38211,12.40663,348.75757945809,4739.39780282063,289.929104709067,4806.51551308561
15,203,5.52,182.87506664387,182.7,"NF",654.456878,0.408014,42.7922,13.1507,41.5461,14.5938,348.75757945809,4739.39780282063,466.121441602218,4599.46187421142
15,204,5.52,67.3766279951735,66.9,"NF",764.01457,15.5614695,42.7922,13.1507,43.1942,13.7614,348.75757945809,4739.39780282063,399.361776146426,4783.12536025257
15,22,5.52,113.681836719856,113.4,"NF",744.53735,0.7287635,42.7922,13.1507,43.3292,11.9663,348.75757945809,4739.39780282063,254.045438337667,4801.8431725429
15,23,5.52,105.404032180937,105.1,"NF",277.,2.3479465,42.7922,13.1507,43.4584,12.2336,348.75757945809,4739.39780282063,276.19395169957,4815.43920262272
15,205,5.52,151.01205249913,150.8,"NF",728.156334,0.873642,42.7922,13.1507,41.5978,14.0183,348.75757945809,4739.39780282063,418.187505894705,4605.58732776881
15,288,5.52,71.449282711585,71,"NF",824.855804,6.0616035,42.7922,13.1507,43.305297,13.670091,348.75757945809,4739.39780282063,392.13894702927,4795.57708607889
15,435,5.52,94.4394515020074,94.1,"NF",588.17473,4.380179,42.7922,13.1507,43.6318,13.0003,348.75757945809,4739.39780282063,338.686067127362,4832.92184258006
15,165,5.52,22.0988687493274,20.6,"NF",897.56078,51.8281995,42.7922,13.1507,42.9621,13.0498,348.75757945809,4739.39780282063,340.942511786329,4758.45127814982
15,206,5.52,58.8463252888403,58.3,"NF",1011.252462,5.4228895,42.7922,13.1507,42.26802,13.11718,348.75757945809,4739.39780282063,344.722660698594,4681.25121563376
15,436,5.52,48.1689734165054,47.5,"NF",615.495531,10.216451,42.7922,13.1507,43.188561,12.931604,348.75757945809,4739.39780282063,331.922534910927,4783.83134373004
15,438,5.52,50.6359556046887,50,"NF",521.899982,25.5252545,42.7922,13.1507,43.2381,13.0674,348.75757945809,4739.39780282063,343.08468462788,4789.06916946382
15,290,5.52,34.5392530318766,33.6,"NF",600.159948,60.112524,42.7922,13.1507,43.0627,13.3352,348.75757945809,4739.39780282063,364.44163068243,4769.12246828592
15,445,5.52,106.89976613632,106.6,"NF",862.024081,1.8224225,42.7922,13.1507,42.011539,13.9046,348.75757945809,4739.39780282063,409.297382551648,4651.63771932545
15,446,5.52,129.547250067302,129.3,"NF",286.,2.4642415,42.7922,13.1507,41.67747,12.69864,348.75757945809,4739.39780282063,308.441371433753,4616.5259095563
15,291,5.52,45.2133829745132,44.5,"NF",616.795006,12.761054,42.7922,13.1507,43.1927,13.1427,348.75757945809,4739.39780282063,349.086768637244,4783.88864561126
15,30,5.52,86.2717219023708,85.9,"NF",792.741375,4.022778,42.7922,13.1507,42.91263,12.11214,348.75757945809,4739.39780282063,264.274633243608,4755.15921298997
15,168,5.52,73.6358608288108,73.2,"NF",509.465827,9.167471,42.7922,13.1507,43.44183,12.9973,348.75757945809,4739.39780282063,337.935861867019,4811.82916669409
15,439,5.52,46.9860617630378,46.3,"NF",687.908846,27.6732885,42.7922,13.1507,43.1373,13.4692,348.75757945809,4739.39780282063,375.504205415572,4777.19920027618
15,34,5.52,98.6249968314321,98.3,"NF",553.164478,2.23429,42.7922,13.1507,43.6292,12.7595,348.75757945809,4739.39780282063,319.252699446573,4833.12928944314
15,447,5.52,53.5014953062062,52.9,"NF",538.279838,13.7104965,42.7922,13.1507,43.256732,13.009601,348.75757945809,4739.39780282063,338.440911983001,4791.24849311131
15,260,5.52,175.082866094887,174.9,"NF",600.286153,0.1836285,42.7922,13.1507,43.5236,11.2458,348.75757945809,4739.39780282063,196.601013681354,4825.81251213945
15,440,5.52,96.9306968921611,96.6,"NF",850.518468,1.966353,42.7922,13.1507,43.53567,12.535,348.75757945809,4739.39780282063,300.832850831612,4823.25483991719
15,211,5.52,196.462948160716,196.3,"NF",568.198291,0.2562395,42.7922,13.1507,41.200001,14.17989,348.75757945809,4739.39780282063,431.23608936805,4561.28362964432
15,448,5.52,45.7055795281058,45,"NF",1016.739979,7.414374,42.7922,13.1507,43.1782,12.9838,348.75757945809,4739.39780282063,336.136365930747,4782.5771706581
15,212,5.52,128.34956174448,128.1,"NF",470.162097,0.6182535,42.7922,13.1507,41.71743,13.71202,348.75757945809,4739.39780282063,392.860906021605,4619.20500258308
15,171,5.52,75.4254598925323,75,"NF",313.93673,21.360795,42.7922,13.1507,43.3778,13.6095,348.75757945809,4739.39780282063,387.358858267114,4803.70907813083
15,294,5.52,32.8878396979796,31.9,"NF",842.199118,50.830177,42.7922,13.1507,42.509,13.2145,348.75757945809,4739.39780282063,353.311306545078,4707.83709690589
15,214,5.52,146.718267437971,146.5,"NF",911.178534,1.160595,42.7922,13.1507,41.70328,14.1524,348.75757945809,4739.39780282063,429.478322911543,4617.1796359026
15,441,5.52,119.368379397561,119.1,"NF",399.,1.711223,42.7922,13.1507,41.82869,12.51553,348.75757945809,4739.39780282063,293.683894874892,4633.74032479673
15,40,5.52,102.014165683007,101.7,"NF",334.777632,1.118765,42.7922,13.1507,42.84906,11.90967,348.75757945809,4739.39780282063,247.487236095558,4748.6868827749
15,449,5.52,43.442951096812,42.7,"NF",871.375451,20.060774,42.7922,13.1507,43.14683,12.94762,348.75757945809,4739.39780282063,333.110405207386,4779.16481050898
15,43,5.52,162.796683012892,162.6,"NF",1001.609884,0.302452,42.7922,13.1507,43.9048,11.847,348.75757945809,4739.39780282063,246.802120018833,4866.13296761119
15,172,5.52,78.0112812354726,77.6,"NF",672.411804,10.2852,42.7922,13.1507,43.4363,12.7822,348.75757945809,4739.39780282063,320.512546400414,4811.65603799849
15,450,5.52,49.1553659329274,48.5,"NF",583.998231,18.564069,42.7922,13.1507,43.228783,13.176956,348.75757945809,4739.39780282063,351.957598858256,4787.83466955849
15,295,5.52,42.3622473435959,41.6,"NF",1001.812341,30.345978,42.7922,13.1507,42.62279,13.60393,348.75757945809,4739.39780282063,385.514074470361,4719.87225367242
15,296,5.52,59.7380950483023,59.2,"NF",731.467943,12.9328145,42.7922,13.1507,43.311198,13.312848,348.75757945809,4739.39780282063,363.177865517464,4796.75579280633
15,217,5.52,162.397167462983,162.2,"NF",662.075996,0.566362,42.7922,13.1507,41.7666,14.5502,348.75757945809,4739.39780282063,462.612773927027,4623.96037236935
15,297,5.52,177.480393283315,177.3,"NF",960.337609,0.3656725,42.7922,13.1507,41.4154,14.2342,348.75757945809,4739.39780282063,436.00085753775,4585.15500752382
16,451,5.54,27.4169655505492,26,"NF",432.,158.0578535,42.8802,13.1275,42.671575,13.270813,347.07736852107,4749.21205528561,358.306692338696,4725.79426798569
16,452,5.54,28.0816666172077,26.7,"NF",527.157403,121.4353905,42.8802,13.1275,42.673895,13.29381,347.07736852107,4749.21205528561,360.196364095335,4726.01359106583
16,453,5.54,31.6204048044929,30.4,"NF",670.,69.3252335,42.8802,13.1275,42.63254,13.286562,347.07736852107,4749.21205528561,359.509375716686,4721.43331310329
16,454,5.54,23.1008657846411,21.4,"NF",839.089035,48.82469,42.8802,13.1275,42.70367,13.232048,347.07736852107,4749.21205528561,355.204708426706,4729.42403608761
16,455,5.54,32.8721766848501,31.7,"NF",513.,41.5934905,42.8802,13.1275,42.625117,13.29985,347.07736852107,4749.21205528561,360.582361344028,4720.58703512248
16,456,5.54,29.6070937445741,28.3,"NF",1160.031517,23.642643,42.8802,13.1275,42.66291,13.307648,347.07736852107,4749.21205528561,361.305837498074,4724.77095086541
16,457,5.54,32.2939622839936,31.1,"NF",460.436306,91.2009545,42.8802,13.1275,42.628018,13.29179,347.07736852107,4749.21205528561,359.927905663704,4720.92249448802
16,458,5.54,35.0954412994053,34,"NF",953.383878,39.9561865,42.8802,13.1275,42.6254,13.357295,347.07736852107,4749.21205528561,365.293753072154,4720.52537191893
16,459,5.54,28.6527485592569,27.3,"NF",1013.840969,61.1962985,42.8802,13.1275,42.64109,13.206917,347.07736852107,4749.21205528561,352.998967606038,4722.51814473764
16,460,5.54,29.2249893070981,27.9,"NF",415.341827,157.1576385,42.8802,13.1275,42.651632,13.267547,347.07736852107,4749.21205528561,357.993670278737,4723.58516025325
16,461,5.54,29.6070937445741,28.3,"NF",324.,100.609276,42.8802,13.1275,42.655239,13.288519,347.07736852107,4749.21205528561,359.720862881078,4723.95068619109
16,462,5.54,33.5477271957431,32.4,"NF",504.,57.203047,42.8802,13.1275,42.623556,13.3164,347.07736852107,4749.21205528561,361.936096218471,4720.38654643906
16,463,5.54,33.9342010367122,32.8,"NF",422.,54.318882,42.8802,13.1275,42.612412,13.296578,347.07736852107,4749.21205528561,360.285630741521,4719.1816064978
16,464,5.54,33.4511584253819,32.3,"NF",599.46329,118.1213265,42.8802,13.1275,42.621375,13.307882,347.07736852107,4749.21205528561,361.232714155233,4720.15829621695
16,465,5.54,33.3546098762975,32.2,"NF",560.204753,76.899368,42.8802,13.1275,42.598,13.218,347.07736852107,4749.21205528561,353.806798909219,4717.71398719282
16,466,5.54,31.1400064226069,29.9,"NF",638.,95.4985045,42.8802,13.1275,42.637948,13.285578,347.07736852107,4749.21205528561,359.440866981478,4722.03548171751
16,350,5.54,77.6886735631392,77.2,"NF",493.600146,7.624585,42.8802,13.1275,43.472301,12.6308,347.07736852107,4749.21205528561,308.373082231983,4815.99181020429
16,467,5.54,96.791786841653,96.4,"NF",477.803906,8.0963035,42.8802,13.1275,43.462101,12.2488,347.07736852107,4749.21205528561,277.437294363624,4815.80949168306
16,443,5.54,79.9746209744066,79.5,"NF",480.171874,10.236795,42.8802,13.1275,43.3041,12.341,347.07736852107,4749.21205528561,284.336483770253,4798.0190556454
16,468,5.54,24.1234325915695,22.5,"NF",833.346095,65.424393,42.8802,13.1275,42.695999,13.242,347.07736852107,4749.21205528561,356.002067796885,4728.55518165594
16,469,5.54,27.701624501101,26.3,"NF",1252.201969,68.08165,42.8802,13.1275,42.771301,13.4125,347.07736852107,4749.21205528561,370.125308173885,4736.64064065608
16,336,5.54,31.6204048044929,30.4,"NF",670.,67.5072325,42.8802,13.1275,42.63246,13.286176,347.07736852107,4749.21205528561,359.477545436741,4721.42507080326
16,351,5.54,85.34459561097,84.9,"NF",563.893679,10.0889745,42.8802,13.1275,43.59229,13.507411,347.07736852107,4749.21205528561,379.515905205655,4827.67323244937
16,337,5.54,52.2296850459583,51.5,"NF",905.293998,9.852003,42.8802,13.1275,42.41811,13.078598,347.07736852107,4749.21205528561,341.917262329114,4697.98849786841
16,352,5.54,59.3412167047492,58.7,"NF",549.,11.351138,42.8802,13.1275,42.37553,13.339298,347.07736852107,4749.21205528561,363.274437008496,4692.8079455756
