,0,1,2,3
494,-250.0,4650.0,-25.0,0.0
495,-250.0,4675.0,-25.0,0.0
496,-250.0,4700.0,-25.0,0.0
497,-250.0,4725.0,-25.0,0.0
498,-250.0,4750.0,-25.0,0.0
499,-250.0,4775.0,-25.0,0.0
500,-250.0,4800.0,-25.0,0.0
501,-250.0,4825.0,-25.0,0.0
502,-250.0,4850.0,-25.0,0.0
503,-250.0,4875.0,-25.0,0.0
504,-250.0,4900.0,-25.0,0.0
505,-250.0,4925.0,-25.0,0.0
506,-250.0,4950.0,-25.0,0.0
507,-250.0,4975.0,-25.0,0.0
508,-250.0,5000.0,-25.0,0.0
509,-250.0,5025.0,-25.0,0.0
510,-250.0,5050.0,-25.0,0.0
511,-250.0,5075.0,-25.0,0.0
512,-250.0,5100.0,-25.0,0.0
513,-250.0,5125.0,-25.0,0.0
514,-250.0,5150.0,-25.0,0.0
515,-250.0,5175.0,-25.0,0.0
516,-250.0,5200.0,-25.0,0.0
517,-250.0,5225.0,-25.0,0.0
518,-250.0,5250.0,-25.0,0.0
519,-250.0,5275.0,-25.0,0.0
520,-250.0,5300.0,-25.0,0.0
521,-250.0,5325.0,-25.0,0.0
522,-225.0,3900.0,-25.0,0.0
523,-225.0,3925.0,-25.0,0.0
524,-225.0,3950.0,-25.0,0.0
525,-225.0,3975.0,-25.0,0.0
526,-225.0,4000.0,-25.0,0.0
527,-225.0,4025.0,-25.0,0.0
528,-225.0,4050.0,-25.0,0.0
529,-225.0,4075.0,-25.0,0.0
530,-225.0,4100.0,-25.0,0.0
531,-225.0,4125.0,-25.0,0.0
532,-225.0,4150.0,-25.0,0.0
533,-225.0,4175.0,-25.0,0.0
534,-225.0,4200.0,-25.0,0.0
535,-225.0,4225.0,-25.0,0.0
536,-225.0,4250.0,-25.0,0.0
537,-225.0,4275.0,-25.0,0.0
538,-225.0,4300.0,-25.0,0.0
539,-225.0,4325.0,-25.0,0.0
540,-225.0,4350.0,-25.0,0.0
541,-225.0,4375.0,-25.0,0.0
542,-225.0,4400.0,-25.0,0.0
543,-225.0,4425.0,-25.0,0.0
544,-225.0,4450.0,-25.0,0.0
545,-225.0,4475.0,-25.0,0.0
546,-225.0,4500.0,-25.0,0.0
547,-225.0,4525.0,-25.0,0.0
548,-225.0,4550.0,-25.0,0.0
549,-225.0,4575.0,-25.0,0.0
550,-225.0,4600.0,-25.0,0.0
551,-225.0,4625.0,-25.0,0.0
552,-225.0,4650.0,-25.0,0.0
553,-225.0,4675.0,-25.0,0.0
554,-225.0,4700.0,-25.0,0.0
555,-225.0,4725.0,-25.0,0.0
556,-225.0,4750.0,-25.0,0.0
557,-225.0,4775.0,-25.0,0.0
558,-225.0,4800.0,-25.0,0.0
559,-225.0,4825.0,-25.0,0.0
560,-225.0,4850.0,-25.0,0.0
561,-225.0,4875.0,-25.0,0.0
562,-225.0,4900.0,-25.0,0.0
563,-225.0,4925.0,-25.0,0.0
564,-225.0,4950.0,-25.0,0.0
565,-225.0,4975.0,-25.0,0.0
566,-225.0,5000.0,-25.0,0.0
567,-225.0,5025.0,-25.0,0.0
568,-225.0,5050.0,-25.0,0.0
569,-225.0,5075.0,-25.0,0.0
570,-225.0,5100.0,-25.0,0.0
571,-225.0,5125.0,-25.0,0.0
572,-225.0,5150.0,-25.0,0.0
573,-225.0,5175.0,-25.0,0.0
574,-225.0,5200.0,-25.0,0.0
575,-225.0,5225.0,-25.0,0.0
576,-225.0,5250.0,-25.0,0.0
577,-225.0,5275.0,-25.0,0.0
578,-225.0,5300.0,-25.0,0.0
579,-225.0,5325.0,-25.0,0.0
580,-200.0,3900.0,-25.0,0.0
581,-200.0,3925.0,-25.0,0.0
582,-200.0,3950.0,-25.0,0.0
583,-200.0,3975.0,-25.0,0.0
584,-200.0,4000.0,-25.0,0.0
585,-200.0,4025.0,-25.0,0.0
586,-200.0,4050.0,-25.0,0.0
587,-200.0,4075.0,-25.0,0.0
588,-200.0,4100.0,-25.0,0.0
589,-200.0,4125.0,-25.0,0.0
590,-200.0,4150.0,-25.0,0.0
591,-200.0,4175.0,-25.0,0.0
592,-200.0,4200.0,-25.0,0.0
593,-200.0,4225.0,-25.0,0.0
594,-200.0,4250.0,-25.0,0.0
595,-200.0,4275.0,-25.0,0.0
596,-200.0,4300.0,-25.0,0.0
597,-200.0,4325.0,-25.0,0.0
598,-200.0,4350.0,-25.0,0.0
599,-200.0,4375.0,-25.0,0.0
600,-200.0,4400.0,-25.0,0.0
601,-200.0,4425.0,-25.0,0.0
602,-200.0,4450.0,-25.0,0.0
603,-200.0,4475.0,-25.0,0.0
604,-200.0,4500.0,-25.0,0.0
605,-200.0,4525.0,-25.0,0.0
606,-200.0,4550.0,-25.0,0.0
607,-200.0,4575.0,-25.0,0.0
608,-200.0,4600.0,-25.0,0.0
609,-200.0,4625.0,-25.0,0.0
610,-200.0,4650.0,-25.0,0.0
611,-200.0,4675.0,-25.0,0.0
612,-200.0,4700.0,-25.0,0.0
613,-200.0,4725.0,-25.0,0.0
614,-200.0,4750.0,-25.0,0.0
615,-200.0,4775.0,-25.0,0.0
616,-200.0,4800.0,-25.0,0.0
617,-200.0,4825.0,-25.0,0.0
618,-200.0,4850.0,-25.0,0.0
619,-200.0,4875.0,-25.0,0.0
620,-200.0,4900.0,-25.0,0.0
621,-200.0,4925.0,-25.0,0.0
622,-200.0,4950.0,-25.0,0.0
623,-200.0,4975.0,-25.0,0.0
624,-200.0,5000.0,-25.0,0.0
625,-200.0,5025.0,-25.0,0.0
626,-200.0,5050.0,-25.0,0.0
627,-200.0,5075.0,-25.0,0.0
628,-200.0,5100.0,-25.0,0.0
629,-200.0,5125.0,-25.0,0.0
630,-200.0,5150.0,-25.0,0.0
631,-200.0,5175.0,-25.0,0.0
632,-200.0,5200.0,-25.0,0.0
633,-200.0,5225.0,-25.0,0.0
634,-200.0,5250.0,-25.0,0.0
635,-200.0,5275.0,-25.0,0.0
636,-200.0,5300.0,-25.0,0.0
637,-200.0,5325.0,-25.0,0.0
638,-175.0,3900.0,-25.0,0.0
639,-175.0,3925.0,-25.0,0.0
640,-175.0,3950.0,-25.0,0.0
641,-175.0,3975.0,-25.0,0.0
642,-175.0,4000.0,-25.0,0.0
643,-175.0,4025.0,-25.0,0.0
644,-175.0,4050.0,-25.0,0.0
645,-175.0,4075.0,-25.0,0.0
646,-175.0,4100.0,-25.0,0.0
647,-175.0,4125.0,-25.0,0.0
648,-175.0,4150.0,-25.0,0.0
649,-175.0,4175.0,-25.0,0.0
650,-175.0,4200.0,-25.0,0.0
651,-175.0,4225.0,-25.0,0.0
652,-175.0,4250.0,-25.0,0.0
653,-175.0,4275.0,-25.0,0.0
654,-175.0,4300.0,-25.0,0.0
655,-175.0,4325.0,-25.0,0.0
656,-175.0,4350.0,-25.0,0.0
657,-175.0,4375.0,-25.0,0.0
658,-175.0,4400.0,-25.0,0.0
659,-175.0,4425.0,-25.0,0.0
660,-175.0,4450.0,-25.0,0.0
661,-175.0,4475.0,-25.0,0.0
662,-175.0,4500.0,-25.0,0.0
663,-175.0,4525.0,-25.0,0.0
